region_id,annual_mean_temperature,annual_temperature_range,annual_precipitation,climate_station_ids,climate_station_names,climate_station_distances_km,climate_station_weights,climate_interpolation_method,annual_mean_temperature_source_type,annual_temperature_range_source_type,annual_precipitation_source_type,climate_source_period,climate_source_name,monthly_normals_file,annual_normals_file
44800,12.343,26.62,1244.858,"[""129"", ""235"", ""236""]","[""서산"", ""보령"", ""부여""]","[24.07, 30.294, 43.782]","[0.517174, 0.326507, 0.156319]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44810,12.218,26.812,1232.368,"[""129"", ""235"", ""232""]","[""서산"", ""보령"", ""천안""]","[27.87, 43.728, 46.596]","[0.566895, 0.230293, 0.202812]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44825,12.217,26.757,1248.479,"[""129"", ""235"", ""236""]","[""서산"", ""보령"", ""부여""]","[20.812, 45.4, 71.748]","[0.772632, 0.162361, 0.065008]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47110,14.593,23.809,1192.011,"[""138"", ""283"", ""281""]","[""포항"", ""경주시"", ""영천""]","[1.62, 30.006, 39.097]","[0.995388, 0.002903, 0.00171]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47130,13.41,25.578,1121.801,"[""283"", ""138"", ""281""]","[""경주시"", ""포항"", ""영천""]","[3.059, 25.852, 29.45]","[0.975811, 0.013662, 0.010527]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47150,12.166,25.991,1176.854,"[""135"", ""279"", ""137""]","[""추풍령"", ""구미"", ""상주""]","[12.866, 23.757, 33.74]","[0.695067, 0.203866, 0.101067]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47170,12.189,26.913,1044.957,"[""136"", ""278"", ""276""]","[""안동"", ""의성"", ""청송군""]","[2.298, 23.587, 31.176]","[0.985299, 0.009349, 0.005352]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47190,13.092,26.198,1113.85,"[""279"", ""135"", ""137""]","[""구미"", ""추풍령"", ""상주""]","[2.463, 33.371, 35.812]","[0.989924, 0.005393, 0.004683]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47210,11.611,26.466,1304.89,"[""272"", ""271"", ""136""]","[""영주"", ""봉화"", ""안동""]","[8.448, 29.574, 31.57]","[0.867149, 0.070756, 0.062094]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47230,12.805,25.796,1086.191,"[""281"", ""283"", ""138""]","[""영천"", ""경주시"", ""포항""]","[1.669, 30.336, 40.032]","[0.995258, 0.003012, 0.00173]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47250,12.75,26.184,1183.019,"[""137"", ""273"", ""135""]","[""상주"", ""문경"", ""추풍령""]","[3.949, 20.409, 28.859]","[0.946823, 0.035448, 0.017729]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47280,11.929,25.973,1288.558,"[""273"", ""137"", ""127""]","[""문경"", ""상주"", ""충주""]","[5.881, 29.463, 36.201]","[0.937873, 0.037372, 0.024755]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47290,13.094,25.716,1123.309,"[""281"", ""288"", ""283""]","[""영천"", ""밀양"", ""경주시""]","[23.105, 38.021, 39.181]","[0.582408, 0.21507, 0.202522]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47730,11.6,28.098,1011.211,"[""278"", ""136"", ""276""]","[""의성"", ""안동"", ""청송군""]","[0.893, 24.75, 32.224]","[0.997933, 0.0013, 0.000767]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47750,11.208,27.19,967.872,"[""276"", ""277"", ""278""]","[""청송군"", ""영덕"", ""의성""]","[1.995, 33.021, 34.483]","[0.99305, 0.003625, 0.003325]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47760,11.59,25.837,1065.536,"[""276"", ""277"", ""271""]","[""청송군"", ""영덕"", ""봉화""]","[26.663, 29.275, 36.224]","[0.421716, 0.349815, 0.228469]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47770,12.966,23.975,1099.709,"[""277"", ""276"", ""138""]","[""영덕"", ""청송군"", ""포항""]","[12.446, 31.94, 43.384]","[0.810288, 0.12303, 0.066682]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47820,13.458,25.63,1193.302,"[""288"", ""281"", ""283""]","[""밀양"", ""영천"", ""경주시""]","[18.223, 40.572, 45.372]","[0.733651, 0.148005, 0.118344]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47830,12.899,25.826,1269.133,"[""285"", ""284"", ""279""]","[""합천"", ""거창"", ""구미""]","[19.903, 32.332, 45.05]","[0.635274, 0.240731, 0.123994]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47840,12.87,25.987,1197.931,"[""279"", ""285"", ""284""]","[""구미"", ""합천"", ""거창""]","[26.09, 38.477, 39.347]","[0.526471, 0.242056, 0.231473]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47850,12.845,26.411,1094.792,"[""279"", ""281"", ""278""]","[""구미"", ""영천"", ""의성""]","[19.445, 43.383, 43.739]","[0.715027, 0.143652, 0.141321]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47900,11.93,26.393,1227.288,"[""273"", ""272"", ""136""]","[""문경"", ""영주"", ""안동""]","[25.47, 25.561, 26.052]","[0.33914, 0.336713, 0.324147]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47920,10.102,26.794,1200.677,"[""271"", ""272"", ""216""]","[""봉화"", ""영주"", ""태백""]","[9.401, 27.013, 32.589]","[0.830341, 0.100564, 0.069095]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47930,12.773,22.533,1182.194,"[""130"", ""216"", ""271""]","[""울진"", ""태백"", ""봉화""]","[2.81, 43.657, 44.094]","[0.991865, 0.004108, 0.004027]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
47940,12.7,22.1,1480.547,"[""115"", ""130"", ""106""]","[""울릉도"", ""울진"", ""동해""]","[1.492, 142.118, 155.757]","[0.999798, 0.00011, 9.2e-05]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48120,14.777,24.066,1509.939,"[""155"", ""253"", ""288""]","[""창원"", ""김해시"", ""밀양""]","[6.938, 23.483, 33.093]","[0.883989, 0.077159, 0.038853]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48170,13.382,25.596,1512.096,"[""192"", ""263"", ""289""]","[""진주"", ""의령군"", ""산청""]","[5.01, 23.738, 31.815]","[0.935153, 0.041657, 0.02319]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48220,14.599,22.906,1539.02,"[""162"", ""294"", ""155""]","[""통영"", ""거제"", ""창원""]","[1.598, 17.595, 39.628]","[0.990221, 0.008169, 0.00161]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48240,13.976,24.406,1702.679,"[""295"", ""192"", ""162""]","[""남해"", ""진주"", ""통영""]","[20.696, 21.8, 37.056]","[0.451812, 0.407245, 0.140943]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48250,15.073,24.941,1403.681,"[""253"", ""159"", ""257""]","[""김해시"", ""부산"", ""양산시""]","[6.985, 20.795, 21.553]","[0.821128, 0.092636, 0.086235]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48270,13.627,25.591,1230.5,"[""288"", ""257"", ""253""]","[""밀양"", ""양산시"", ""김해시""]","[3.057, 30.536, 31.51]","[0.980941, 0.009828, 0.00923]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48310,14.424,23.378,1892.952,"[""294"", ""162"", ""155""]","[""거제"", ""통영"", ""창원""]","[5.777, 20.874, 34.627]","[0.905437, 0.069357, 0.025205]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48330,14.849,25.14,1456.641,"[""257"", ""253"", ""288""]","[""양산시"", ""김해시"", ""밀양""]","[7.751, 21.045, 29.675]","[0.830664, 0.112668, 0.056668]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48720,13.207,25.974,1356.683,"[""263"", ""285"", ""192""]","[""의령군"", ""합천"", ""진주""]","[5.923, 23.102, 30.525]","[0.906319, 0.059564, 0.034117]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48730,13.721,25.306,1424.083,"[""263"", ""155"", ""192""]","[""의령군"", ""창원"", ""진주""]","[13.106, 18.177, 36.847]","[0.607367, 0.315786, 0.076847]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48740,13.392,25.756,1276.453,"[""288"", ""285"", ""263""]","[""밀양"", ""합천"", ""의령군""]","[22.322, 30.319, 30.323]","[0.479861, 0.260101, 0.260038]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48820,14.59,23.215,1631.451,"[""162"", ""294"", ""155""]","[""통영"", ""거제"", ""창원""]","[18.191, 27.693, 31.103]","[0.563828, 0.243293, 0.19288]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48840,14.3,23.799,1890.113,"[""295"", ""168"", ""192""]","[""남해"", ""여수"", ""진주""]","[5.451, 23.171, 40.689]","[0.93171, 0.051567, 0.016723]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48850,13.118,25.304,1486.451,"[""192"", ""289"", ""264""]","[""진주"", ""산청"", ""함양군""]","[29.454, 31.676, 39.037]","[0.410862, 0.355237, 0.233901]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48860,13.007,24.862,1530.282,"[""289"", ""264"", ""192""]","[""산청"", ""함양군"", ""진주""]","[7.405, 21.252, 25.825]","[0.830834, 0.10086, 0.068306]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48870,12.792,25.679,1329.548,"[""264"", ""289"", ""284""]","[""함양군"", ""산청"", ""거창""]","[2.843, 19.138, 22.54]","[0.963406, 0.021265, 0.01533]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48880,12.119,25.705,1296.452,"[""284"", ""264"", ""285""]","[""거창"", ""함양군"", ""합천""]","[7.819, 28.472, 31.312]","[0.878911, 0.066282, 0.054807]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
48890,13.1,25.742,1302.546,"[""285"", ""284"", ""289""]","[""합천"", ""거창"", ""산청""]","[6.079, 20.694, 26.525]","[0.878098, 0.075778, 0.046123]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
50110,16.205,21.083,1514.262,"[""184"", ""189"", ""188""]","[""제주"", ""서귀포"", ""성산""]","[3.414, 27.412, 36.183]","[0.976174, 0.015138, 0.008689]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
50130,16.882,20.016,1976.977,"[""189"", ""184"", ""185""]","[""서귀포"", ""제주"", ""고산""]","[3.185, 28.438, 34.759]","[0.979487, 0.012288, 0.008225]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51110,11.378,29.109,1341.778,"[""101"", ""212"", ""505""]","[""춘천"", ""홍천"", ""가평조종""]","[3.366, 25.203, 33.713]","[0.972953, 0.01735, 0.009697]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51130,11.998,28.402,1298.981,"[""114"", ""536"", ""548""]","[""원주"", ""횡성"", ""여주""]","[0.749, 16.172, 28.192]","[0.99716, 0.002137, 0.000703]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51150,13.425,24.125,1447.158,"[""105"", ""100"", ""106""]","[""강릉"", ""대관령"", ""동해""]","[2.007, 18.73, 35.343]","[0.985501, 0.01132, 0.003179]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51170,12.788,23.013,1266.062,"[""106"", ""105"", ""100""]","[""동해"", ""강릉"", ""대관령""]","[1.96, 32.117, 38.777]","[0.993761, 0.0037, 0.002538]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51190,9.01,26.109,1306.824,"[""216"", ""271"", ""217""]","[""태백"", ""봉화"", ""정선군""]","[1.831, 24.273, 37.536]","[0.991992, 0.005647, 0.002361]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51210,12.421,24.129,1402.426,"[""90"", ""517"", ""211""]","[""속초"", ""간성"", ""인제""]","[6.154, 22.941, 39.773]","[0.9125, 0.065656, 0.021845]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51230,11.958,23.939,1261.594,"[""106"", ""216"", ""217""]","[""동해"", ""태백"", ""정선군""]","[14.542, 29.617, 45.327]","[0.744046, 0.179374, 0.07658]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51720,10.826,29.477,1338.774,"[""212"", ""101"", ""536""]","[""홍천"", ""춘천"", ""횡성""]","[4.44, 24.835, 25.949]","[0.9423, 0.030116, 0.027584]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51730,11.227,29.02,1326.514,"[""536"", ""114"", ""212""]","[""횡성"", ""원주"", ""홍천""]","[11.228, 22.35, 28.232]","[0.708925, 0.178937, 0.112138]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51750,11.175,27.912,1206.42,"[""121"", ""526"", ""221""]","[""영월"", ""평창"", ""제천""]","[2.488, 20.084, 23.728]","[0.97434, 0.01495, 0.01071]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51760,9.012,27.479,1385.388,"[""100"", ""526"", ""217""]","[""대관령"", ""평창"", ""정선군""]","[24.407, 27.023, 32.659]","[0.421186, 0.343579, 0.235235]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51770,10.698,28.003,1130.257,"[""217"", ""526"", ""121""]","[""정선군"", ""평창"", ""영월""]","[5.106, 29.214, 30.862]","[0.945242, 0.02888, 0.025878]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51780,10.356,29.679,1356.25,"[""95"", ""504"", ""98""]","[""철원"", ""포천"", ""동두천""]","[6.165, 38.015, 38.809]","[0.950987, 0.025013, 0.024]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51790,10.972,29.071,1321.335,"[""101"", ""95"", ""211""]","[""춘천"", ""철원"", ""인제""]","[21.983, 35.026, 41.228]","[0.59586, 0.234725, 0.169415]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51800,10.628,28.413,1242.598,"[""211"", ""101"", ""212""]","[""인제"", ""춘천"", ""홍천""]","[17.111, 33.008, 49.692]","[0.720817, 0.19371, 0.085473]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51810,10.761,27.367,1242.627,"[""211"", ""90"", ""517""]","[""인제"", ""속초"", ""간성""]","[11.632, 30.807, 38.47]","[0.810369, 0.115536, 0.074094]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51820,12.163,24.435,1400.119,"[""517"", ""90"", ""211""]","[""간성"", ""속초"", ""인제""]","[7.555, 9.336, 41.698]","[0.592528, 0.388022, 0.019451]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
51830,12.585,24.139,1413.123,"[""90"", ""517"", ""105""]","[""속초"", ""간성"", ""강릉""]","[22.352, 39.032, 40.659]","[0.613442, 0.201166, 0.185392]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52110,11.61,26.64,1371.16,"[""244"", ""248"", ""245""]","[""임실"", ""장수"", ""정읍""]","[26.092, 38.214, 39.575]","[0.526073, 0.245252, 0.228675]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52130,12.984,26.028,1247.325,"[""140"", ""243"", ""236""]","[""군산"", ""부안"", ""부여""]","[5.57, 27.449, 37.933]","[0.940971, 0.038742, 0.020287]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52140,12.845,26.294,1263.374,"[""140"", ""236"", ""243""]","[""군산"", ""부여"", ""부안""]","[19.446, 31.447, 37.556]","[0.605883, 0.23168, 0.162438]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52180,13.293,26.304,1329.559,"[""245"", ""243"", ""254""]","[""정읍"", ""부안"", ""순창군""]","[2.353, 22.484, 32.333]","[0.984016, 0.010774, 0.00521]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52190,12.496,26.705,1353.668,"[""247"", ""254"", ""244""]","[""남원"", ""순창군"", ""임실""]","[1.658, 24.502, 24.929]","[0.991075, 0.00454, 0.004386]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52210,13.023,26.126,1262.764,"[""243"", ""245"", ""140""]","[""부안"", ""정읍"", ""군산""]","[18.136, 26.087, 26.873]","[0.5158, 0.249286, 0.234914]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52710,11.334,26.922,1357.104,"[""238"", ""244"", ""248""]","[""금산"", ""임실"", ""장수""]","[32.15, 33.41, 38.817]","[0.382857, 0.35452, 0.262624]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52720,11.044,26.685,1410.732,"[""248"", ""244"", ""238""]","[""장수"", ""임실"", ""금산""]","[17.876, 23.452, 35.135]","[0.543512, 0.315796, 0.140692]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52730,11.562,26.425,1347.573,"[""284"", ""238"", ""248""]","[""거창"", ""금산"", ""장수""]","[30.293, 32.881, 35.131]","[0.385755, 0.327416, 0.286829]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52740,10.705,26.4,1485.442,"[""248"", ""244"", ""264""]","[""장수"", ""임실"", ""함양군""]","[1.006, 22.553, 25.018]","[0.996404, 0.001984, 0.001612]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52750,11.305,26.894,1336.92,"[""244"", ""247"", ""248""]","[""임실"", ""남원"", ""장수""]","[2.075, 22.422, 23.324]","[0.983783, 0.008428, 0.007789]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52770,12.759,27.466,1467.071,"[""254"", ""247"", ""244""]","[""순창군"", ""남원"", ""임실""]","[4.148, 24.953, 27.092]","[0.9514, 0.026295, 0.022306]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
52790,13.197,26.387,1249.888,"[""172"", ""252"", ""245""]","[""고창"", ""영광군"", ""정읍""]","[11.163, 22.063, 24.033]","[0.679451, 0.173949, 0.1466]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
